broker_id,broker_group,branch_name,city,broker_name,source,note,broker_org_type,seat_type,is_proprietary,id_quality,broker_category_ids
6460,大昌,總部,新北市,大昌,finmind,,local,hq,N,official,"BR01,SE01,ID01"
6461,大昌,樹林,新北市,大昌-樹林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
6462,大昌,安康,新北市,大昌-安康,finmind,,local,branch,N,official,"BR01,SE02,ID01"
6463,大昌,新竹,新竹市,大昌-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
6464,大昌,新店,新北市,大昌-新店,finmind,,local,branch,N,official,"BR01,SE02,ID01"
6465,大昌,桃園,桃園市,大昌-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
6480,福邦,總部,台北市,福邦,finmind,,local,hq,N,official,"BR01,SE01,ID01"
6489,福邦,新竹,新竹縣,福邦-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
648T,福邦自營,總部,台北市,福邦自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
6620,口袋,總部,新北市,口袋,finmind,,local,hq,N,official,"BR01,SE01,ID01"
6910,德信,總部,台北市,德信,finmind,,local,hq,N,official,"BR01,SE01,ID01"
6912,德信,中正,台中市,德信-中正,finmind,,local,branch,N,official,"BR01,SE02,ID01"
6913,德信,新營,台南市,德信-新營,finmind,,local,branch,N,official,"BR01,SE02,ID01"
6915,德信,和平,台北市,德信-和平,finmind,,local,branch,N,official,"BR01,SE02,ID01"
691T,德信自營,總部,台北市,德信自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
6950,福勝,總部,新北市,福勝,finmind,,local,hq,N,official,"BR01,SE01,ID01"
7000,兆豐,總部,台北市,兆豐,finmind,,local,hq,N,official,"BR01,SE01,ID01"
7001,兆豐,嘉義,嘉義市,兆豐-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7003,兆豐,台中,台中市,兆豐-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7005,兆豐,台中港,台中縣,兆豐-台中港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7006,兆豐,台南,台南市,兆豐-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7007,兆豐,竹北,新竹縣,兆豐-竹北,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7008,兆豐,三重,新北市,兆豐-三重,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7009,兆豐,景美,台北市,兆豐-景美,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700B,兆豐,板橋,台北縣,兆豐-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700C,兆豐,來福,雲林縣,兆豐-來福,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700D,兆豐,西螺,雲林縣,兆豐-西螺,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700F,兆豐,虎尾,雲林縣,兆豐-虎尾,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700G,兆豐,麻豆,台南縣,兆豐-麻豆,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700H,兆豐,東門,台北市,兆豐-東門,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700I,兆豐,北高雄,高雄市,兆豐-北高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700J,兆豐,公益,台中市,兆豐-公益,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700K,兆豐,新營,台南市,兆豐-新營,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700L,兆豐,天母,台北市,兆豐-天母,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700M,兆豐,桃園,桃園縣,兆豐-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700N,兆豐,埔墘,新北市,兆豐-埔墘,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700P,兆豐,南京,台北市,兆豐-南京,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700R,兆豐,小港,高雄市,兆豐-小港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700S,兆豐,大同,台北市,兆豐-大同,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700T,兆豐自營,總部,台北市,兆豐自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
700U,兆豐,桃鶯,桃園市,兆豐-桃鶯,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700V,兆豐,新竹,新竹市,兆豐-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700W,兆豐,城中,台北市,兆豐-城中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700X,兆豐,永和,新北市,兆豐-永和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700Z,兆豐,高雄,高雄市,兆豐-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700a,兆豐,忠孝,台北市,兆豐-忠孝,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700b,兆豐,中壢,桃園市,兆豐-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700c,兆豐,民生,台北市,兆豐-民生,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700d,兆豐,彰化,彰化縣,兆豐-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700f,兆豐,鹿港,彰化縣,兆豐-鹿港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700g,兆豐,南門,台北市,兆豐-南門,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700h,兆豐,三民,高雄市,兆豐-三民,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700i,兆豐,松德,台北市,兆豐-松德,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700j,兆豐,大安,台北市,兆豐-大安,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700k,兆豐,員林,彰化縣,兆豐-員林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700m,兆豐,國際證券,台北市,兆豐-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700p,兆豐,復興,台北市,兆豐-復興,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700q,兆豐,內湖,台北市,兆豐-內湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700r,兆豐,寶成,台中市,兆豐-寶成,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700s,兆豐,岡山,高雄縣,兆豐-岡山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
700w,兆豐,新莊,新北市,兆豐-新莊,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7030,致和,總部,台南市,致和,finmind,,local,hq,N,official,"BR01,SE01,ID01"
7031,致和,台北,台北市,致和-台北,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7032,致和,佳里,台南市,致和-佳里,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7033,致和,府前,台南市,致和-府前,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7034,致和,金華,台南市,致和-金華,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7035,致和,東門,台北市,致和-東門,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7036,致和,高雄,高雄市,致和-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7038,致和,南京,台北市,致和-南京,finmind,,local,branch,N,official,"BR01,SE02,ID01"
703B,致和,崇德,台南市,致和-崇德,finmind,,local,branch,N,official,"BR01,SE02,ID01"
703T,致和自營,總部,台南市,致和自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
7080,石橋,總部,桃園市,石橋,finmind,,local,hq,N,official,"BR01,SE01,ID01"
7750,北城,總部,新北市,北城,finmind,,local,hq,N,official,"BR01,SE01,ID01"
7790,國票,總部,台北市,國票,finmind,,local,hq,N,official,"BR01,SE01,ID01"
7791,國票,台東,台東縣,國票-台東,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7792,國票,北投,台北市,國票-北投,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7795,國票,南港,台北市,國票-南港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7797,國票,中正,高雄市,國票-中正,finmind,,local,branch,N,official,"BR01,SE02,ID01"
7798,國票,內壢,桃園市,國票-內壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779D,國票,台南,台南市,國票-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779E,國票,南崁,桃園市,國票-南崁,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779G,國票,新莊,新北市,國票-新莊,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779H,國票,嘉義,嘉義市,國票-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779J,國票,北高雄,高雄市,國票-北高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779P,國票,九鼎,台中市,國票-九鼎,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779T,國票自營,總部,台北市,國票自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
779V,國票,天祥,高雄市,國票-天祥,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779W,國票,彰化,彰化縣,國票-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779X,國票,中和,新北市,國票-中和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779Z,國票,安和,台北市,國票-安和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779b,國票,國際證券,台北市,國票-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779c,國票,敦北法人,台北市,國票-敦北法人,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779e,國票,南科,台南市新市,國票-南科,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779j,國票,和平,高雄市,國票-和平,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779m,國票,中港,台中市,國票-中港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779n,國票,南京,台北市,國票-南京,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779r,國票,桃園,桃園市,國票-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779u,國票,長城,台北市,國票-長城,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779v,國票,台中,台中市,國票-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
779z,國票,博愛,台北市,國票-博愛,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8150,台新,總部,台北市,台新,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8151,台新,建北,台北市,台新-建北,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8152,台新,新莊,新北市,台新-新莊,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8156,台新,三民,高雄市,台新-三民,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8157,台新,左楠,高雄市,台新-左楠,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8158,台新,松江,台北市,台新-松江,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8159,台新,台南,台南市,台新-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
815A,台新,高雄,高雄市,台新-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
815B,台新,台中,台中市,台新-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
815H,台新,屏東,屏東縣,台新-屏東,finmind,,local,branch,N,official,"BR01,SE02,ID01"
815S,台新,中壢,桃園市,台新-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
815T,台新自營,總部,台北市,台新自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
815Y,台新,新營,台南市,台新-新營,finmind,,local,branch,N,official,"BR01,SE02,ID01"
815Z,台新,國際證券,台北市,台新-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8380,安泰,總部,高雄市,安泰,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8381,安泰,大發,高雄市,安泰-大發,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8382,安泰,楠梓,高雄市,安泰-楠梓,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8440,摩根大通,總部,台北市,摩根大通,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
8450,康和,總部,台北市,康和,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8451,康和,延平,台北市,康和-延平,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8455,康和,台中,台中市,康和-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8456,康和,新竹,新竹市,康和-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8458,康和,台南,台南市,康和-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8459,康和,嘉義,嘉義市,康和-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845A,康和,內湖,台北市,康和-內湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845B,康和,永和,新北市,康和-永和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845D,康和,板橋,新北市,康和-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845E,康和,澎湖,澎湖縣,康和-澎湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845F,康和,仁愛,台北市,康和-仁愛,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845J,康和,高雄,高雄市,康和-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845R,康和,石牌,台北市,康和-石牌,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845S,康和,南崁,桃園市,康和-南崁,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845T,康和自營,總部,台北市,康和自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
845U,康和,台北,台北市,康和-台北,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845X,康和,屏東,屏東市,康和-屏東,finmind,,local,branch,N,official,"BR01,SE02,ID01"
845Y,康和,國際證券,台北市,康和-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8490,京城,總部,台北市,京城,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8492,京城,嘉義,嘉義市,京城-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8520,中農,總部,台中市,中農,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8560,新光,總部,台北市,新光,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8561,新光,台中,台中市,新光-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8562,新光,高雄,高雄市,新光-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8563,新光,新竹,新竹縣,新光-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8564,新光,台南,台南市,新光-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8565,新光,桃園,桃園市,新光-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
856T,新光自營,總部,台北市,新光自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
8580,聯邦商銀,總部,台北市,聯邦商銀,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8581,聯邦,高雄,高雄市,聯邦-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8582,聯邦,嘉義,嘉義縣,聯邦-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8583,聯邦,忠孝,台北市,聯邦-忠孝,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8584,聯邦,雙和,新北市,聯邦-雙和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8585,聯邦,三重,新北市,聯邦-三重,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8586,聯邦,大業,桃園市,聯邦-大業,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8587,聯邦,興中,台中市,聯邦-興中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8588,聯邦,台南,台南市,聯邦-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8710,陽信,總部,台北市,陽信,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8711,陽信,石牌,台北市,陽信-石牌,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8713,陽信,高雄,高雄市,陽信-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8714,陽信,台南,台南市,陽信-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8715,陽信,台中,台中市,陽信-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8840,玉山,總部,台北市,玉山,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8841,玉山,雙和,新北市,玉山-雙和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8842,玉山,新莊,新北市,玉山-新莊,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8843,玉山,高雄,高雄市,玉山-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8846,玉山,板橋,新北市,玉山-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8847,玉山,台南,台南市,玉山-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8848,玉山,嘉義,嘉義市,玉山-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8849,玉山,景美,台北市,玉山-景美,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884A,玉山,士林,台北市,玉山-士林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884B,玉山,台中,台中市,玉山-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884C,玉山,信義,台北市,玉山-信義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884D,玉山,左營,高雄市,玉山-左營,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884E,玉山,城中,台北市,玉山-城中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884F,玉山,桃園,桃園市,玉山-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884H,玉山,新竹,新竹市,玉山-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884J,玉山,大里,台中市,玉山-大里,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884L,玉山,國際證券,台北市,玉山-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884M,玉山,數位,台北市,玉山-數位,finmind,,local,branch,N,official,"BR01,SE02,ID01"
884T,玉山自營,總部,台北市,玉山自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
8880,國泰,總部,台北市,國泰,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8881,國泰,高雄,高雄市,國泰-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8882,國泰,台中,台中市,國泰-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8883,國泰,松江,台北市,國泰-松江,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8884,國泰,台南,台南市,國泰-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8885,國泰,桃園,桃園市,國泰-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8886,國泰,新莊,新北市,國泰-新莊,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8887,國泰,忠孝,台北市,國泰-忠孝,finmind,,local,branch,N,official,"BR01,SE02,ID01"
8888,國泰,敦南,台北市,國泰-敦南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
888A,國泰,館前,台北市,國泰-館前,finmind,,local,branch,N,official,"BR01,SE02,ID01"
888K,國泰,板橋,新北市,國泰-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
888N,國泰,新竹,新竹縣,國泰-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
888Q,國泰,國際證券,台北市,國泰-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
888T,國泰證自營,總部,台北市,國泰證自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
8890,大和國泰,總部,台北市,大和國泰,finmind,,local,hq,N,official,"BR01,SE01,ID01"
8900,法銀巴黎,總部,台北市,法銀巴黎,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
8960,香港上海匯豐,總部,台北市,香港上海匯豐,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
9100,群益金鼎,總部,台北市,群益金鼎,finmind,,local,hq,N,official,"BR01,SE01,ID01"
9101,群益金鼎,敦南,台北市,群益金鼎-敦南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9103,群益金鼎,松山,台北市,群益金鼎-松山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9105,群益金鼎,高盛,高雄市,群益金鼎-高盛,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9108,群益金鼎,海山,新北市,群益金鼎-海山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
910D,群益金鼎,市府,台北市,群益金鼎-市府,finmind,,local,branch,N,official,"BR01,SE02,ID01"
910T,群益金鼎證,總部,台北市,群益金鼎證,finmind,,local,hq,N,official,"BR01,SE01,ID01"
9131,群益金鼎,民權,台中市,群益金鼎-民權,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9134,群益金鼎,開元,台南市,群益金鼎-開元,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9135,群益金鼎,東大,新竹市,群益金鼎-東大,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9136,群益金鼎,西松,台北市,群益金鼎-西松,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9137,群益金鼎,士林,台北市,群益金鼎-士林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9138,群益金鼎,中港,台中市,群益金鼎-中港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913D,群益金鼎,潭子,台中市,群益金鼎-潭子,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913E,群益金鼎,基隆,基隆市,群益金鼎-基隆,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913H,群益金鼎,屏東,屏東縣,群益金鼎-屏東,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913I,群益金鼎,萬華,台北市,群益金鼎-萬華,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913N,群益金鼎,土城,新北市,群益金鼎-土城,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913R,群益金鼎,北高雄,高雄市,群益金鼎-北高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913U,群益金鼎,崇德,台中市,群益金鼎-崇德,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913Y,群益金鼎,館前,台北市,群益金鼎-館前,finmind,,local,branch,N,official,"BR01,SE02,ID01"
913g,群益金鼎,三重,新北市,群益金鼎-三重,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9183,群益金鼎,高雄,高雄市,群益金鼎-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9184,群益金鼎,台中,台中市,群益金鼎-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9185,群益金鼎,台南,台南市,群益金鼎-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9186,群益金鼎,新竹,新竹市,群益金鼎-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9187,群益金鼎,彰化,彰化縣,群益金鼎-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9188,群益金鼎,三民,高雄市,群益金鼎-三民,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9189,群益金鼎,桃園,桃園市,群益金鼎-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918A,群益金鼎,中壢,桃園市,群益金鼎-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918B,群益金鼎,板橋,新北市,群益金鼎-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918C,群益金鼎,古亭,台北市,群益金鼎-古亭,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918D,群益金鼎,東門,台南市,群益金鼎-東門,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918E,群益金鼎,南京,台北市,群益金鼎-南京,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918G,群益金鼎,新莊,新北市,群益金鼎-新莊,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918H,群益金鼎,中山,台北市,群益金鼎-中山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918J,群益金鼎,永和,新北市,群益金鼎-永和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918K,群益金鼎,東湖,台北市,群益金鼎-東湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918L,群益金鼎,建成,台中市,群益金鼎-建成,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918M,群益金鼎,嘉義,嘉義市,群益金鼎-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918P,群益金鼎,天母,台北市,群益金鼎-天母,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918W,群益金鼎,忠孝,台北市,群益金鼎-忠孝,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918X,群益金鼎,台北,台北市,群益金鼎-台北,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918c,群益金鼎,鳳山,高雄市,群益金鼎-鳳山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918d,群益金鼎,內湖,台北市,群益金鼎-內湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918e,群益金鼎,大安,台北市,群益金鼎-大安,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918g,群益金鼎,大甲,台中市,群益金鼎-大甲,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918i,群益金鼎,竹南,苗栗縣,群益金鼎-竹南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918s,群益金鼎,丹鳳,新北市,群益金鼎-丹鳳,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918u,群益金鼎,瑞豐,高雄市,群益金鼎-瑞豐,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918x,群益金鼎,延平,台北市,群益金鼎-延平,finmind,,local,branch,N,official,"BR01,SE02,ID01"
918z,群益金鼎,宜蘭,宜蘭縣,群益金鼎-宜蘭,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9199,群益金鼎,國際證券,台北市,群益金鼎-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9200,凱基,總部,台北市,凱基,finmind,,local,hq,N,official,"BR01,SE01,ID01"
9202,凱基,中港,台中市,凱基-中港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9204,凱基,台中,台中市,凱基-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9205,凱基,三重,新北市,凱基-三重,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9206,凱基,高雄,高雄市,凱基-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9207,凱基,永和,新北市,凱基-永和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9208,凱基,桃園,桃園市,凱基-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
9209,凱基,岡山,高雄市,凱基-岡山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920A,凱基,板橋,新北市,凱基-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920C,凱基,雙和,新北市,凱基-雙和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920D,凱基,市府,台北市,凱基-市府,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920E,凱基,竹北理財,新竹縣,凱基-竹北理財,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920F,凱基,站前,台北市,凱基-站前,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920G,凱基,彰化,彰化市,凱基-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920H,凱基,基隆,基隆市,凱基-基隆,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920M,凱基,宜蘭,宜蘭市,凱基-宜蘭,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920N,凱基,湖口,新竹縣,凱基-湖口,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920T,凱基自營,總部,台北市,凱基自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
920V,凱基,新店,新北市,凱基-新店,finmind,,local,branch,N,official,"BR01,SE02,ID01"
920W,凱基,大里,台中市,凱基-大里,finmind,,local,branch,N,official,"BR01,SE02,ID01"
